"sample_name","sample_id_PPR","unique_replicate_id","RUSH ID #","batch_id","sample_id","replicate_id","RUSH Project Batch Name","figure","Figure","George Figure number","experiment_type","sampling_device","bar_name","location","environment","extraction_method","control_type","environmental_sample","control_sample","dna_kit","microbial_type","sample_reads","bar_fill","bar_type_2","bar_type","bar_color","bar_axis_2","bar_axis","percent_recovery_dpcr","percent_recovery_qpcr","copies_original_dpcr_log10","copies_original_qpcr_log10","copies_rxn_dpcr_log10","copies_rxn_qpcr_log10","copies_original_dpcr","copies_original_qpcr","copies_rxn_dpcr","copies_rxn_qpcr","16s_rrna_copy_sample","16s_rrna_copy_rxn","cq_se_rxn","cq_sd_rxn","cq_mean_rxn","quantity_sd_ng_rxn","quantity_mean_sample","quantity_mean_ng_rxn","qpcr_volume_ul","dna_eluent_volume_ul","cell_count_estimate","cell_concentration","surface_area_cm2","processing_volume_ul","processing_solution","concentrated","sample_type","extraction_handling","sample_number","date","Total Copies in Orginal Sample (50uL) [dPCR copies*dil*50]","Total Copies in Undiluted Sample (1 µL) [Dil*dPCR Copies]","Final Dilution ","Digital Comments","Copies in Sample [dPCR]","Conversion factor","Total volume [¬µl]","Template volume [¬µl]","Volume per well [¬µl]","Threshold","Partitions (Negative)","Partitions (Positive)","Partitions (Valid)","CI (95%)","Conc. [cp/¬µL] (dPCR reaction)","Exp Type","Cell Count (Cells/50 ¬µL","Sample Description","DNA Qubit (ng/uL)","Project Name ID","Sequencing Name ID ","experiment","table_file","project_name"
"8_A5_Ma_1","028_PPR_8_A5_Ma_1_S283_L002","8-A5-Ma-1","8-A5-Ma-1","batch_8","8_A5_Ma_1","rep_1","2nd Exp - 450 - PPR - Green Set","3B","3B/3C","Figure 3B [Red Bar, 2E+05], Figure 3C [2E+05]","limit_of_detection","NA",NA,"NA","lab","mag_beads","positive_control","no","yes","maxwell","atcc",15727484,NA,NA,NA,NA,NA,NA,NA,NA,6.09342168516223,7.0951316658376,4.39462676427221,5.69719165716557,"1240000","12448919.706994426","24810","497956.78827977699","12448919.706994426","497956.78827977699","6.2879556113176929E-2","0.10891058594540062","18.895783952043015","2.4729494703764187E-2","9.0438799902025249","0.36175519960810099",2,50,"531992.94060014852","200000","NA",100,"water","no","2.00E+5","automated",214,2023-12-19,"1240000","24810","10","Repeated and diluted ",2481,6,12,2,2.889,16.38,7193,1084,8277,"0.06","413.5","LOD","531993","Batch #8, ATCC MC (E+05), Maxwell, Sample 1","0.18099999999999999","028_PPR","028_PPR_8-A5-Ma-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"8_A5_Ma_2","029_PPR_8_A5_Ma_2_S284_L002","8-A5-Ma-2","8-A5-Ma-2","batch_8","8_A5_Ma_2","rep_2","2nd Exp - 450 - PPR - Green Set","3B","3B/3C","Figure 3B [RedBar, 2E+05], Figure 3C [2E+05]","limit_of_detection","NA",NA,"NA","lab","mag_beads","positive_control","no","yes","maxwell","atcc",16407920,NA,NA,NA,NA,NA,NA,NA,NA,6.01703333929878,6.93513250002062,4.31767898135498,5.53719249134858,"1040000","8612564.7505854946","20781.599999999999","344502.59002341976","8612564.7505854946","344502.59002341976","7.8790161480769699E-2","0.13646856282124939","19.493824056386387","2.1274267457887942E-2","6.2568482924972759","0.25027393169989104",2,50,"368049.89955866331","200000","NA",100,"water","no","2.00E+5","automated",215,2023-12-19,"1040000","20781.599999999999","1",NA,20781.6,6,12,2,2.505,15.39,2977,5274,8251,"2.8000000000000001E-2","3463.6","LOD","368050","Batch #8, ATCC MC (E+05), Maxwell, Sample 2","0.125","029_PPR","029_PPR_8-A5-Ma-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"8_A6_Ma_1","030_PPR_8_A6_Ma_1_S285_L002","8-A6-Ma-1","8-A6-Ma-1","batch_8","8_A6_Ma_1","rep_1","2nd Exp - 450 - PPR - Green Set","3B","3B/3C","Figure 3B [RedBar, 2E+06], Figure 3C [2E+06]","limit_of_detection","NA",NA,"NA","lab","mag_beads","positive_control","no","yes","maxwell","atcc",19872422,NA,NA,NA,NA,NA,NA,NA,NA,7.65991620006985,8.30276516625909,5.9605659028182,6.90482515758705,"45700000","200800674.02178264","913200","8032026.9608713062","200800674.02178264","8032026.9608713062","0.14312847454076144","0.24790578991442735","14.402209159819236","0.8534641743584177","145.87749303133916","5.8350997212535667",2,50,"8581029.0018434804","2000000","NA",100,"water","no","2.00E+6","automated",216,2023-12-19,"45700000","913200","400","Repeated and diluted ",2283,6,12,2,2.889,16.38,7259,1001,8260,"6.2E-2","380.5","LOD","8581029","Batch #8, ATCC MC (E+06), Maxwell, Sample 1","2.9175","030_PPR","030_PPR_8-A6-Ma-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"8_A6_Ma_2","031_PPR_8_A6_Ma_2_S286_L002","8-A6-Ma-2","8-A6-Ma-2","batch_8","8_A6_Ma_2","rep_2","2nd Exp - 450 - PPR - Green Set","3B","3B/3C","Figure 3B [RedBar, 2E+06], Figure 3C [2E+06]","limit_of_detection","NA",NA,"NA","lab","mag_beads","positive_control","no","yes","maxwell","atcc",22060530,NA,NA,NA,NA,NA,NA,NA,NA,7.77524625974024,8.33250675457082,6.07607800865474,6.93456674589878,"59600000","215033812.32332757","1191456","8601352.492933102","215033812.32332757","8601352.492933102","5.6036562181818586E-2","9.7058172780402491E-2","14.280979935315164","0.38052539680948949","156.21757054110128","6.2487028216440512",2,50,"9189268.8553588986","2000000","NA",100,"water","no","2.00E+6","automated",217,2023-12-19,"59600000","1191456","480","Repeated and diluted ",2482.2,6,12,2,2.889,16.38,7156,1079,8235,"0.06","413.7","LOD","9189269","Batch #8, ATCC MC (E+06), Maxwell, Sample 2","3.1244999999999998","031_PPR","031_PPR_8-A6-Ma-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"8_NC_Ma_1","032_PPR_8_NC_Ma_1_S287_L002","8-NC-Ma-1","8-NC-Ma-1","batch_8","8_NC_Ma_1","rep_1","2nd Exp - 450 - PPR - Green Set","",NA,NA,"limit_of_detection","NA",NA,"NA","lab","mag_beads","reagent_control","no","yes","maxwell","NA",574,NA,NA,NA,NA,NA,NA,NA,NA,1.89486965674525,NA,0.195899652409234,NA,"78.5","NA","1.57","NA","NA","NA","0.10040989594884168","0.14200103664732322","37.025696621419478","NA","NA","NA",2,50,"NA","NA","NA",100,"NA","no","reagent_control","automated",218,2023-12-19,"78.5","1.57","1",NA,1.57,6,12,2,2.632,15.39,8258,1,8259,"1.1910000000000001","0.3","LOD",NA,"Batch #8, Reagent Control, Maxwell, Sample 1",NA,"032_PPR","032_PPR_8-NC-Ma-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"8_A2_Qi_1","033_PPR_8_A2_Qi_1_S288_L002","8-A2-Qi-1","8-A2-Qi-1","batch_8","8_A2_Qi_1","rep_1","2nd Exp - 450 - PPR - Green Set","3B","3B/3D","Figure 3B [Teal Bar, 2E+02], Figure 3D [2E+02]","limit_of_detection","NA",NA,"NA","lab","spin_column","positive_control","no","yes","qiagen","atcc",1136322,NA,NA,NA,NA,NA,NA,NA,NA,4.13672056715641,4.48019313950924,2.43651248699969,3.0822531308372,"13700","30212.95052479986","273.22000000000003","1208.5180209919945","30212.95052479986","1208.5180209919945","6.9774901989877902E-2","0.12085367533960727","28.647729971818723","6.6844598389358774E-5","2.1949077118932271E-2","8.7796308475729086E-4",2,50,"1291.1221834666042","200","NA",100,"water","no","2.00E+2","manual",219,2023-12-19,"13700","273.22000000000003","1",NA,273.22,6,12,2,2.622,15.39,8163,115,8278,"0.1827","45.5","LOD","1291","Batch #8, ATCC MC (E+02), Qiagen, Sample 1","5.0000000000000001E-4","033_PPR","033_PPR_8-A2-Qi-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"8_A3_Qi_1","034_PPR_8_A3_Qi_1_S289_L002","8-A3-Qi-1","8-A3-Qi-1","batch_8","8_A3_Qi_1","rep_1","2nd Exp - 450 - PPR - Green Set","3B","3B/3D","Figure 3B [Teal Bar, 2E+03], Figure 3D [2E+03]","limit_of_detection","NA",NA,"NA","lab","spin_column","positive_control","no","yes","qiagen","atcc",7563956,NA,NA,NA,NA,NA,NA,NA,NA,5.06818586174616,5.42743168996878,3.36784027128981,4.02949168129674,"117000","267566.4705708854","2332.6","10702.658822835416","267566.4705708854","10702.658822835416","6.2755048892569096E-2","0.10869493311339867","25.114770796283967","5.2302102916098974E-4","0.19438144884857414","7.7752579539429652E-3",2,50,"11434.202873445538","2000","NA",100,"water","no","2.00E+3","manual",220,2023-12-19,"117000","2332.6","1",NA,2332.6,6,12,2,2.525,15.39,7356,899,8255,"6.5299999999999997E-2","388.8","LOD","11434","Batch #8, ATCC MC (E+03), Qiagen, Sample 1","4.0000000000000001E-3","034_PPR","034_PPR_8-A3-Qi-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"8_A3_Qi_2","035_PPR_8_A3_Qi_2_S290_L002","8-A3-Qi-2","8-A3-Qi-2","batch_8","8_A3_Qi_2","rep_2","2nd Exp - 450 - PPR - Green Set","3B","3B/3D","Figure 3B [Teal Bar, 2E+03], Figure 3D [2E+03]","limit_of_detection","NA",NA,"NA","lab","spin_column","positive_control","no","yes","qiagen","atcc",9088558,NA,NA,NA,NA,NA,NA,NA,NA,4.95472479097906,5.3712350188997,3.25589936673046,3.97329501022766,"90100","235090.46711347235","1802.6","9403.6186845388929","235090.46711347235","9403.6186845388929","0.12188616273808466","0.21111302660197112","25.330863689273034","8.5987631096993272E-4","0.17078831107090611","6.8315324428362446E-3",2,50,"10046.371239465065","2000","NA",100,"water","no","2.00E+3","manual",221,2023-12-19,"90100","1802.6","1",NA,1802.6,6,12,2,2.522,15.39,7567,705,8272,"7.3700000000000002E-2","300.39999999999998","LOD","10046","Batch #8, ATCC MC (E+03), Qiagen, Sample 2","3.5000000000000001E-3","035_PPR","035_PPR_8-A3-Qi-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"8_A4_Qi_1","036_PPR_8_A4_Qi_1_S291_L002","8-A4-Qi-1","8-A4-Qi-1","batch_8","8_A4_Qi_1","rep_1","2nd Exp - 450 - PPR - Green Set","3B","3B/3D","Figure 3B [Teal Bar, 2E+04], Figure 3D [2E+04]","limit_of_detection","NA",NA,"NA","lab","spin_column","positive_control","no","yes","qiagen","atcc",16741522,NA,NA,NA,NA,NA,NA,NA,NA,5.9670797341445,6.3011114399259,4.26799727654998,4.90317143125387,"927000","2000375.0998574004","18535.2","80015.003994296028","2000375.0998574004","80015.003994296028","3.433767320996034E-2","5.9474594613348003E-2","21.855028814535899","2.1544703700296483E-3","1.4532307030894585","5.812922812357834E-2",2,50,"85484.159005262263","20000","NA",100,"water","no","2.00E+4","manual",222,2023-12-19,"927000","18535.2","1",NA,18535.2,6,12,2,2.468,15.39,3362,4874,8236,"2.9000000000000001E-2","3089.2","LOD","85484","Batch #8, ATCC MC (E+04), Qiagen, Sample 1","2.9000000000000001E-2","036_PPR","036_PPR_8-A4-Qi-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"8_A4_Qi_2","037_PPR_8_A4_Qi_2_S292_L002","8-A4-Qi-2","8-A4-Qi-2","batch_8","8_A4_Qi_2","rep_2","2nd Exp - 450 - PPR - Green Set","3B","3B/3D","Figure 3B [Teal Bar, 2E+04], Figure 3D [2E+04]","limit_of_detection","NA",NA,"NA","lab","spin_column","positive_control","no","yes","qiagen","atcc",16729802,NA,NA,NA,NA,NA,NA,NA,NA,5.66275783168157,6.20113143770191,3.96394829782984,4.80319142902987,"460000","1589027.5894590418","9203.4","63561.103578361668","1589027.5894590418","63561.103578361668","9.7559986923569819E-2","0.1689788541373782","22.232978798443344","4.7811394591985266E-3","1.1543953337665156","4.6175813350660622E-2",2,50,"67905.607868618565","20000","NA",100,"water","no","2.00E+4","manual",223,2023-12-19,"460000","9203.4","1",NA,9203.4,6,12,2,2.442,15.39,5257,2907,8163,"3.6999999999999998E-2","1533.9","LOD","67906","Batch #8, ATCC MC (E+04), Qiagen, Sample 2","2.3E-2","037_PPR","037_PPR_8-A4-Qi-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"8_A5_Qi_1","038_PPR_8_A5_Qi_1_S293_L002","8-A5-Qi-1","8-A5-Qi-1","batch_8","8_A5_Qi_1","rep_1","2nd Exp - 450 - PPR - Green Set","3B","3B/3D","Figure 3B [Teal Bar, 2E+05], Figure 3D [2E+05]","limit_of_detection","NA",NA,"NA","lab","spin_column","positive_control","no","yes","qiagen","atcc",16562672,NA,NA,NA,NA,NA,NA,NA,NA,6.15836249209525,7.17836342055222,4.46011570937833,5.78042341188019,"1440000","15078683.327879589","28848","603147.33311518363","15078683.327879589","603147.33311518363","3.7664837966711516E-2","6.5237413017193588E-2","18.583809638051303","1.7583199088912753E-2","10.954348299876276","0.43817393199505106",2,50,"644373.42940448679","200000","NA",100,"water","no","2.00E+5","manual",224,2023-12-19,"1440000","28848","10","Repeated and diluted ",2884.8,6,12,2,2.889,16.38,6119,1085,7204,"0.06","480.8","LOD","644373","Batch #8, ATCC MC (E+05), Qiagen, Sample 1","0.219","038_PPR","038_PPR_8-A5-Qi-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"8_A5_Qi_2","039_PPR_8_A5_Qi_2_S294_L002","8-A5-Qi-2","8-A5-Qi-2","batch_8","8_A5_Qi_2","rep_2","2nd Exp - 450 - PPR - Green Set","3B","3B/3D","Figure 3B [Teal Bar, 2E+05], Figure 3D [2E+05]","limit_of_detection","NA",NA,"NA","lab","spin_column","positive_control","no","yes","qiagen","atcc",15744586,NA,NA,NA,NA,NA,NA,NA,NA,6.90687353472207,7.31556340143924,5.20800038824214,5.9176233927672,"8070000","20680612.703756023","161436","827224.50815024087","20680612.703756023","827224.50815024087","3.8726808478317415E-2","6.7076799899434922E-2","18.072232360191222","2.5005209221084058E-2","15.02403291359834","0.60096131654393359",2,50,"883766.64197637292","200000","NA",100,"water","no","2.00E+5","manual",225,2023-12-19,"8070000","161436","20","Repeated and diluted ",8071.8,6,12,2,2.889,16.38,4217,2441,6658,"0.04","1345.3","LOD","883767","Batch #8, ATCC MC (E+05), Qiagen, Sample 2","0.30049999999999999","039_PPR","039_PPR_8-A5-Qi-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"8_A6_Qi_1","040_PPR_8_A6_Qi_1_S295_L002","8-A6-Qi-1","8-A6-Qi-1","batch_8","8_A6_Qi_1","rep_1","2nd Exp - 450 - PPR - Green Set","3B","3B/3D","Figure 3B [Teal Bar, 2E+06], Figure 3D [2E+06]","limit_of_detection","NA",NA,"NA","lab","spin_column","positive_control","no","yes","qiagen","atcc",21130848,NA,NA,NA,NA,NA,NA,NA,NA,7.8561244442423,8.18548733171186,6.15689426919666,6.78754732303982,"71800000","153280649.40344343","1435140","6131225.9761377368","153280649.40344343","6131225.9761377368","1.0434765973086716E-2","1.8073544830477087E-2","14.827337415176961","4.9774893193143391E-2","111.35518829366255","4.4542075317465022",2,50,"6550305.1937448559","2000000","NA",100,"water","no","2.00E+6","manual",226,2023-12-19,"71800000","1435140","300","Repeated and diluted ",4783.8,6,12,2,2.889,16.38,6264,1947,8211,"4.4999999999999998E-2","797.3","LOD","6550305","Batch #8, ATCC MC (E+06), Qiagen, Sample 1","2.2269999999999999","040_PPR","040_PPR_8-A6-Qi-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"8_A6_Qi_2","041_PPR_8_A6_Qi_2_S296_L002","8-A6-Qi-2","8-A6-Qi-2","batch_8","8_A6_Qi_2","rep_2","2nd Exp - 450 - PPR - Green Set","3B","3B/3D","Figure 3B [Teal Bar, 2E+06], Figure 3D [2E+06]","limit_of_detection","NA",NA,"NA","lab","spin_column","positive_control","no","yes","qiagen","atcc",18588968,NA,NA,NA,NA,NA,NA,NA,NA,7.90308998699194,8.09808644911326,6.20422311534885,6.70014644044123,"80000000","125339064.559044","1600380","5013562.5823617596","125339064.559044","5013562.5823617596","4.1224402474747561E-2","7.1402759597930937E-2","15.154250054547418","0.1614854519606721","91.056210871000687","3.6422484348400275",2,50,"5356247.6982941581","2000000","NA",100,"water","no","2.00E+6","manual",227,2023-12-19,"80000000","1600380","300","Repeated and diluted ",5334.6,6,12,2,2.889,16.38,4442,1565,6007,"0.05","889.1","LOD","5356248","Batch #8, ATCC MC (E+06), Qiagen, Sample 2","1.821","041_PPR","041_PPR_8-A6-Qi-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"8_NC_Qi_1","042_PPR_8_NC_Qi_1_S297_L002","8-NC-Qi-1","8-NC-Qi-1","batch_8","8_NC_Qi_1","rep_1","2nd Exp - 450 - PPR - Green Set","3B","3B","Figure 3B [Teal Bar, Reagent Control]","limit_of_detection","NA",NA,"NA","lab","spin_column","reagent_control","no","yes","qiagen","NA",1358,NA,NA,NA,NA,NA,NA,NA,NA,0,2.70125217459522,0,1.30331216592318,"0","502.63436118791117","0","20.105374447516443","502.63436118791117","20.105374447516443","0.19628549989046801","0.33997645859934589","35.301330323515309","2.8708910067600817E-6","3.6515335856665061E-4","1.4606134342666024E-5",2,50,"21.479609327450035","NA","NA",100,"NA","no","reagent_control","manual",228,2023-12-19,"0","0","1",NA,0,6,12,2,2.538,15.39,8261,0,8261,NA,"0","LOD","21","Batch #8, Reagent Control, Qiagen, Sample 1","0","042_PPR","042_PPR_8-NC-Qi-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"8_NCw_Qi_1","043_PPR_8_NCw_Qi_1_S298_L002","8-NCw-1","8-NCw-Qi-1","batch_8","8_NCw_Qi_1","rep_1","2nd Exp - 450 - PPR - Green Set","",NA,"Figure 2 [Bar 9]/ Figure 3 [TealBar ; Water Control]","limit_of_detection","NA",NA,"NA","lab","spin_column","water_control","no","yes","qiagen","NA",1326,NA,NA,NA,NA,NA,NA,NA,NA,0,2.67252855756065,0,1.27458854888861,"0","470.46634079399996","0","18.81865363176","470.46634079399996","18.81865363176","0.5212900314884148","0.90290082001711436","35.53681139822158","6.4864301277178231E-6","3.4178396404790663E-4","1.3671358561916266E-5",2,50,"20.104939061641566","NA","NA",100,"water","no","water_control","manual",229,2023-12-19,"0","0","1",NA,0,6,12,2,2.474,15.39,8270,0,8270,NA,"0","LOD","20","Batch #8, No Template Control, Sample 1","0","043_PPR","043_PPR_8-NCw-Qi-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"8_NCw_Ma_2","044_PPR_8_NCw_Ma_2_S299_L002","8-NCw-2","8-NCw-Ma-2","batch_8","8_NCw_Ma_2","rep_2","2nd Exp - 450 - PPR - Green Set","",NA,NA,"limit_of_detection","NA",NA,"NA","lab","mag_beads","water_control","no","yes","maxwell","NA",302,NA,NA,NA,NA,NA,NA,NA,NA,2.85369821177617,NA,1.15442397311465,NA,"714","NA","14.27","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,50,"NA","NA","NA",100,"water","no","water_control","automated",230,2023-12-19,"714","14.27","1",NA,14.27,6,12,2,2.454,15.39,8263,6,8269,"0.94030000000000002","2.4","LOD",NA,"Batch #8, No Template Control, Sample 2",NA,"044_PPR","044_PPR_8-NCw-Ma-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_Alp_Re_1","045_PPR_11_Alp_Re_1_S300_L002","11-Alp-Re-1","11-Alp-Re-1","batch_11","11_Alp_Re_1","rep_1","2nd Exp - 450 - PPR - Green Set","4C","4C","Figure 4C [Purple Dots]","metal_deposition","Polyester Wipe",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",545128,"gray1",NA,NA,NA,NA,NA,0.71580191081505,"0.38733021913785898",4.24551266781415,4.82296936022582,2.54577703850012,3.42502935155379,"17600","66522.622237897551","351.38","2660.9048895159017","66522.622237897551","2660.9048895159017","9.8218778992085684E-2","0.17011991547167107","29.104751264308913","2.1038698156038241E-4","4.8327294762380187E-2","1.9330917904952075E-3",2,50,"2842.7820448458933","200000","25",100,"water","yes","2.00E+5","automated",281,2024-01-04,"17600","351.38","1",NA,351.38,6,12,2,2.412,15.39,8066,135,8201,"0.16869999999999999","58.6","Sampling Device","2843","Batch #11, ATCC MC, Polyester Wipe, Recovery, Sample #1","1E-3","045_PPR","045_PPR_11-Alp-Re-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_Alp_Re_2","046_PPR_11_Alp_Re_2_S301_L002","11-Alp-Re-2","11-Alp-Re-2","batch_11","11_Alp_Re_2","rep_2","2nd Exp - 450 - PPR - Green Set","4C","4C","Figure 4C [Purple Dots]","metal_deposition","Polyester Wipe",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",81516,"gray1",NA,NA,NA,NA,NA,0.272688382325979,"0.28898176855171431",3.82542611776782,4.69575842327296,2.12665082066748,3.29781841460092,"6690","49631.616830193852","133.86000000000001","1985.264673207754","49631.616830193852","1985.264673207754","0.33243336888285474","0.57579148503639099","29.631633147706889","4.9514397236472408E-4","3.60563323482435E-2","1.44225329392974E-3",2,50,"2120.9607263672647","200000","25",100,"water","yes","2.00E+5","automated",282,2024-01-04,"6690","133.86000000000001","1",NA,133.86,6,12,2,2.467,15.39,8221,53,8274,"0.26829999999999998","22.3","Sampling Device","2121","Batch #11, ATCC MC, Polyester Wipe, Recovery, Sample #2","5.0000000000000001E-4","046_PPR","046_PPR_11-Alp-Re-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_Alp_Re_3","047_PPR_11_Alp_Re_3_S302_L002","11-Alp-Re-3","11-Alp-Re-3","batch_11","11_Alp_Re_3","rep_3","2nd Exp - 450 - PPR - Green Set","4C","4C","Figure 4C [Purple Dots]","metal_deposition","Polyester Wipe",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",65140,"gray1",NA,NA,NA,NA,NA,0.722728106093015,"1.1169923857802946",4.24797326636181,5.28293819133624,2.54995912938275,3.8849981826642,"17700","191839.56957260714","354.78","7673.5827829042864","191839.56957260714","7673.5827829042864","0.14352399445872005","0.2485908505077371","27.426387858502611","8.2992042769062309E-4","0.13936743793214218","5.5746975172856874E-3",2,50,"8198.0845842436574","200000","25",100,"water","yes","2.00E+5","automated",283,2024-01-04,"17700","354.78","1",NA,354.78,6,12,2,2.538,15.39,8131,145,8276,"0.16300000000000001","59.1","Sampling Device","8198","Batch #11, ATCC MC, Polyester Wipe, Recovery, Sample #3","3.0000000000000001E-3","047_PPR","047_PPR_11-Alp-Re-3","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_Alp_Re_4","048_PPR_11_Alp_Re_4_S303_L002","11-Alp-Re-4","11-Alp-Re-4","batch_11","11_Alp_Re_4","rep_4","2nd Exp - 450 - PPR - Green Set","4C","4C","Figure 4C [Purple Dots]","metal_deposition","Polyester Wipe",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",158878,"gray1",NA,NA,NA,NA,NA,1.16808246246613,"0.59140171526873331",4.45788189673399,5.00677055846818,2.75845768861047,3.60883054979614,"28700","101571.19416924217","573.4","4062.847766769687","101571.19416924217","4062.847766769687","2.3651502515519965E-2","4.0965604032223685E-2","28.425738764140835","7.5915567649699687E-5","7.3789349770813487E-2","2.9515739908325396E-3",2,50,"4340.5499865184402","200000","25",100,"water","yes","2.00E+5","automated",284,2024-01-04,"28700","573.4","1",NA,573.4,6,12,2,2.61,15.39,8013,238,8251,"0.127","95.6","Sampling Device","4341","Batch #11, ATCC MC, Polyester Wipe, Recovery, Sample #4","1.5E-3","048_PPR","048_PPR_11-Alp-Re-4","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_Als_Re_1","049_PPR_11_Als_Re_1_S304_L002","11-Als-Re-1","11-Als-Re-1","batch_11","11_Als_Re_1","rep_1","2nd Exp - 450 - PPR - Green Set","4C","4C","Figure 4C [Orange Dots]","metal_deposition","SALSA",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",16492946,"gray3",NA,NA,NA,NA,NA,33.1593636048809,"15.341433927324291",5.9106244048892,6.42075393265456,4.21159037207698,5.02281392398253,"814000","2634838.0872699809","16277.6","105393.52349079923","2634838.0872699809","105393.52349079923","0.10797291011670619","0.18701456616320275","23.25367384024382","9.1757219756132269E-3","1.914154803448211","7.6566192137928438E-2",2,50,"112597.34137930653","200000","25",100,"water","yes","2.00E+5","automated",285,2024-01-04,"814000","16277.6","1",NA,16277.6,6,12,2,2.598,15.39,3595,4634,8229,"0.03","2712.9","Sampling Device","112597","Batch #11, ATCC MC, SALSA, Recovery, Sample #1","3.85E-2","049_PPR","049_PPR_11-Als-Re-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_Als_Re_2","050_PPR_11_Als_Re_2_S305_L002","11-Als-Re-2","11-Als-Re-2","batch_11","11_Als_Re_2","rep_2","2nd Exp - 450 - PPR - Green Set","4C","4C","Figure 4C [Orange Dots]","metal_deposition","SALSA",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",5923258,"gray3",NA,NA,NA,NA,NA,2.06522846258836,"1.5429054143710428",4.70500795933334,5.42322728174432,3.00595228688738,4.02528727307228,"50700","264988.6555649318","1013.8","10599.546222597271","264988.6555649318","10599.546222597271","7.7686601517154077E-2","0.13455714089506829","26.90384123075324","6.6597449267187785E-4","0.19250872012194503","7.7003488048778016E-3",2,50,"11324.042360114414","200000","25",100,"water","yes","2.00E+5","automated",286,2024-01-04,"50700","1013.8","1",NA,1013.8,6,12,2,2.516,15.39,7874,403,8277,"9.7699999999999995E-2","169","Sampling Device","11324","Batch #11, ATCC MC, SALSA, Recovery, Sample #2","4.0000000000000001E-3","050_PPR","050_PPR_11-Als-Re-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_Als_Re_3","051_PPR_11_Als_Re_3_S306_L002","11-Als-Re-3","11-Als-Re-3","batch_11","11_Als_Re_3","rep_3","2nd Exp - 450 - PPR - Green Set","4C","4C","Figure 4C [Orange Dots]","metal_deposition","SALSA",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",18064492,"gray3",NA,NA,NA,NA,NA,11.3161808144391,"13.419666133008107",5.44404479591808,6.36262968985612,3.74468406327689,4.96468968118408,"278000","2304781.1314899521","5555","92191.245259598072","2304781.1314899521","92191.245259598072","0.44373384723922443","0.7685695684563435","23.591192884421119","3.5161827975347885E-2","1.6743753231187617","6.6975012924750471E-2",2,50,"98492.666065809506","200000","25",100,"water","yes","2.00E+5","automated",287,2024-01-04,"278000","5555","1",NA,5555,6,12,2,2.432,15.39,6337,1919,8256,"4.4999999999999998E-2","925.8","Sampling Device","98493","Batch #11, ATCC MC, SALSA, Recovery, Sample #3","3.3500000000000002E-2","051_PPR","051_PPR_11-Als-Re-3","PPR","Merged_Genus_raw_abund.csv","PPR"
"11_Als_Re_4","052_PPR_11_Als_Re_4_S307_L002","11-Als-Re-4","11-Als-Re-4","batch_11","11_Als_Re_4","rep_4","2nd Exp - 450 - PPR - Green Set","4C","4C","Figure 4C [Orange Dots]","metal_deposition","SALSA",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",16025284,"gray3",NA,NA,NA,NA,NA,17.4560492167288,"21.508521160716267",5.63144376901317,6.56749852974724,3.93293014283079,5.1695585210752,"428000","3694013.9379130164","8569","147760.55751652067","3694013.9379130164","147760.55751652067","0.20469523692142466","0.35454255041525623","22.734007263622306","2.2419693288674405E-2","2.6836239226324481","0.10734495690529793",2,50,"157860.23074308518","200000","25",100,"water","yes","2.00E+5","automated",288,2024-01-04,"428000","8569","1",NA,8569,6,12,2,2.433,15.39,5429,2738,8167,"3.7999999999999999E-2","1428.2","Sampling Device","157860","Batch #11, ATCC MC, SALSA, Recovery, Sample #4","5.3499999999999999E-2","052_PPR","052_PPR_11-Als-Re-4","PPR","Merged_Genus_raw_abund.csv","PPR"
